refFile;testFile;Mos;HRC;height;width;videoDegradationType;ssim;msssim;psnr;mse;vmaf;rmse;snr;wsnr;uqi;pbvif;niqe
pr01_50fps;pr3_50fps;66.3322;TC02;432;768;WirelessDistortions;0.930948973;0.940756083;26.93522869;148.1504059;73.02681;0.057891994;18.79685123;25.24724012;0.823521966;0.810464324;14.4034214
pr01_50fps;pr4_50fps;45.4702;TC03;432;768;WirelessDistortions;0.958436012;0.979173064;29.6644478;78.67011261;85.306215;0.044205672;21.11050703;31.08751653;0.847033336;0.84075976;14.17471695
pr01_50fps;pr5_50fps;45.315;TC04;432;768;WirelessDistortions;0.967800319;0.984616935;31.1955712;59.3865509;90.036197;0.038641099;22.38429098;33.73800819;0.873246549;0.874289396;14.1328907
pr01_50fps;pr6_50fps;55.324;TC05;432;768;IPDistortions;0.931496024;0.966622055;28.47134676;155.4147034;80.083512;0.055105456;19.78450493;32.99790478;0.790973924;0.774828487;14.81832218
pr01_50fps;pr7_50fps;56.173;TC06;432;768;IPDistortions;0.938370705;0.96501565;27.94491311;152.0862122;75.152609;0.055761307;19.61136252;29.33733139;0.83787966;0.822978182;14.33450603
pr01_50fps;pr8_50fps;44.6086;TC07;432;768;IPDistortions;0.963142931;0.983691752;30.58476779;62.65271378;90.175003;0.040912691;21.71599497;35.85520916;0.839058522;0.837434186;14.35114288
pr01_50fps;pr9_50fps;39.8067;TC08;432;768;H264Compression;0.967102885;0.985452771;31.4106079;55.08956146;91.531662;0.038621277;22.29998211;36.87448368;0.850206532;0.845938638;14.54586601
pr01_50fps;pr10_50fps;53.7598;TC09;432;768;H264Compression;0.946988523;0.97617662;29.16317426;91.34447479;84.963225;0.047788577;20.46327397;34.41507081;0.797975174;0.785684135;15.21479702
pr01_50fps;pr11_50fps;59.8921;TC10;432;768;H264Compression;0.926117837;0.966084123;27.53233349;128.7402802;78.696993;0.055798967;19.0930485;32.44170371;0.749591821;0.730154873;16.01275063
pr01_50fps;pr12_50fps;77.2518;TC11;432;768;H264Compression;0.867498159;0.934337258;24.89465548;230.5702515;64.007943;0.072855145;16.73847117;28.88952751;0.640556023;0.609838179;16.82335281
pr01_50fps;pr13_50fps;39.7105;TC12;432;768;MPEG2Compression;0.970027506;0.987066031;28.84203647;95.59998322;86.862601;0.047650257;20.47735389;36.60153092;0.872684415;0.797055367;16.34713936
pr01_50fps;pr14_50fps;46.8271;TC13;432;768;MPEG2Compression;0.951965392;0.979339361;26.99417162;143.8436279;80.446717;0.057484372;18.82869299;34.56870452;0.822723834;0.724016348;17.29157829
pr01_50fps;pr15_50fps;54.4239;TC14;432;768;MPEG2Compression;0.938176751;0.973390818;26.06664459;177.2599335;76.297512;0.063360002;17.98002821;33.45605466;0.788344363;0.677827884;18.09379768
pr01_50fps;pr16_50fps;61.8235;TC15;432;768;MPEG2Compression;0.914234638;0.962883472;24.92874374;229.7997589;70.048304;0.07157621;16.92338493;31.93709469;0.734443559;0.61019974;18.33048058
